,id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
763,764,-0.397357,1.101217,1.532187,-0.985472,-1.402435,-0.877403,0.398392,0.713807,-0.982693,-0.636033,18.432909,-16.842936
619,620,-0.580706,1.382708,1.532187,-1.048616,-0.924681,-0.59463,1.45475,1.285954,-0.922899,-0.842718,20.782049,-15.596167
407,408,-0.030658,-0.756623,-1.025921,0.719394,1.404372,-0.406114,-0.939661,-1.002635,0.990508,0.466289,4.718721,-8.809349
59,60,-1.772475,-1.432201,-1.204393,0.403678,0.448863,-0.029083,-1.6439,-1.345924,1.409065,0.328499,1.643144,-3.091135
240,241,-0.122333,1.213813,1.948624,-1.048616,-1.04412,-0.971661,1.032206,1.171525,-1.221869,-1.324984,18.773213,-16.655634
1005,1006,-0.397357,1.101217,0.580333,-1.553761,-1.342716,-1.348691,0.257544,1.800887,-1.042487,-1.393879,26.0248,-12.802016
629,630,-0.305682,-0.812921,-1.085412,1.413969,1.046056,1.007752,-0.094575,-0.773776,0.332774,1.568611,7.515995,-14.027228
962,963,-0.489031,-1.375903,-1.204393,1.477112,1.404372,-0.406114,-0.798814,-1.231494,0.87092,0.328499,3.487117,-6.600444
214,215,-0.305682,-0.981816,-1.085412,1.03511,0.68774,0.819237,-1.010085,-0.830991,1.409065,0.879659,6.509236,-12.151473
171,172,0.886087,0.425639,0.580333,0.024819,-0.864962,0.25369,1.384326,0.542163,-0.384753,-0.084872,13.918572,-19.154227
362,363,1.711159,0.538235,0.639824,-1.048616,-0.566365,-0.688887,1.313902,0.771022,-0.564135,-0.842718,14.564301,-18.876454
409,410,1.619484,0.481937,0.580333,-0.796043,-0.566365,0.819237,0.680087,0.313304,-0.982693,-0.291557,13.901865,-19.174602
713,714,-0.397357,-1.263307,-1.085412,0.656251,1.523811,0.442206,-0.587542,-0.716562,0.87092,0.328499,4.71858,-8.858405
658,659,2.352881,0.538235,1.05626,-0.290897,-1.103839,0.724979,1.313902,0.542163,-0.324959,-0.291557,13.081594,-19.625825
134,135,-0.947404,1.6079,0.877788,-0.922329,-1.282997,-0.59463,0.046273,1.285954,-1.221869,-1.66946,22.967036,-14.429003
750,751,-0.67238,0.538235,0.937279,-0.290897,-0.208049,0.347948,1.313902,0.427733,-0.564135,-0.153767,12.735233,-19.796426
29,30,1.436135,0.256744,0.937279,-0.038324,-0.446927,-0.500372,1.173054,0.427733,-0.863105,0.121813,14.831583,-18.725513
820,821,-0.122333,1.439006,1.05626,-0.922329,-1.402435,-0.029083,0.609663,0.599377,-1.401251,-1.462774,21.177347,-15.386288
905,906,-0.67238,1.776795,0.461352,-1.301188,-1.402435,-0.59463,-0.305847,1.285954,-1.162075,-1.049404,23.943109,-13.906886
483,484,-0.122333,1.495304,0.104406,-1.743191,-1.282997,-0.783145,0.609663,1.343169,-1.401251,-1.118299,22.695525,-14.580299
140,141,1.436135,0.313042,1.115751,0.087962,-0.566365,-0.688887,1.10263,0.427733,-0.683723,-0.015977,14.090899,-19.094978
548,549,-0.67238,-1.038114,-1.204393,0.529964,0.628021,-0.311856,-0.657966,-1.231494,1.528653,0.741869,2.882972,-5.391057
216,217,0.519389,1.157515,1.234733,-1.048616,-1.402435,-1.725722,1.595597,0.942666,-1.102281,-0.980509,18.873113,-16.592067
162,163,-0.030658,-0.644027,-0.668975,0.782537,0.926617,1.950329,-0.869237,-0.716562,0.631744,1.29303,8.666797,-16.199334
996,997,-0.030658,1.270111,0.163897,-1.301188,-1.223277,-0.971661,0.53924,1.400384,-1.221869,-1.600565,24.360104,-13.695711
731,732,0.702738,-0.24994,-0.252539,0.908824,0.68774,1.667556,-0.37627,-0.716562,0.631744,1.499716,7.999133,-14.945362
360,361,2.169532,0.538235,0.996769,-0.54347,-0.685804,-0.217599,1.384326,0.313304,-0.623929,-0.842718,13.882729,-19.212144
330,331,-1.039079,-1.544798,-1.799302,0.908824,1.284933,-0.500372,-1.150933,-1.345924,0.87092,0.672974,2.115649,-3.992966
636,637,-0.305682,0.819726,0.461352,-1.553761,-1.04412,-1.254434,-0.305847,1.858102,-1.281663,-1.256089,27.09889,-12.223453
487,488,-1.86415,-1.038114,-1.144902,0.593108,0.030828,-0.029083,-1.080509,-1.117065,1.409065,0.672974,4.503475,-8.468545
651,652,-1.130753,0.819726,1.829642,-0.985472,-1.103839,-0.783145,0.750511,0.542163,-0.863105,-1.256089,19.349939,-16.359756
451,452,1.711159,0.538235,0.401861,-0.101468,0.030828,1.10201,0.327968,0.370518,-1.221869,0.121813,11.776575,-20.290538
785,786,-0.397357,1.157515,1.413206,-1.427475,-1.282997,-0.406114,1.45475,1.228739,-1.341457,-1.049404,20.891243,-15.53649
461,462,1.619484,0.594533,0.401861,-0.796043,-1.04412,-0.311856,1.595597,0.484948,-0.683723,-0.636033,14.622165,-18.821509
891,892,1.527809,0.538235,0.996769,-0.669756,-0.685804,-0.029083,1.45475,0.542163,-0.922899,-0.429348,14.853884,-18.728358
830,831,-0.122333,-0.362536,-0.014576,0.529964,-0.387207,1.667556,0.18712,-0.258844,0.033804,1.224135,9.168861,-17.169387
1,2,-0.305682,1.270111,1.353715,-0.859186,-1.223277,-0.59463,0.820935,0.656592,-1.281663,-1.600565,20.106895,-15.957886
718,719,1.619484,0.200446,0.818297,-0.227754,0.030828,1.667556,-0.164999,0.542163,-0.265166,0.121813,12.509826,-19.915795
103,104,-1.497451,-0.925518,-0.728466,1.413969,1.464091,0.159432,-1.291781,-1.17428,0.691538,0.190708,3.574819,-6.751833
416,417,-0.947404,1.495304,0.639824,-1.553761,-1.402435,-0.406114,-0.164999,1.686457,-1.281663,-1.118299,24.736087,-13.490025
257,258,0.061016,-0.869219,-1.025921,0.403678,0.926617,0.25369,-1.150933,-0.830991,0.930714,1.224135,5.553849,-10.394786
762,763,1.986182,0.425639,0.34237,0.087962,-0.028891,0.442206,0.750511,0.828236,-0.803311,0.466289,13.059649,-19.654527
105,106,0.427715,1.157515,1.175242,-1.111759,-1.342716,-1.442949,1.595597,1.057095,-0.982693,-0.980509,18.902019,-16.594216
63,64,-0.214007,-0.362536,-0.014576,0.466821,0.269705,1.856072,0.53924,-0.201629,0.153392,0.741869,9.198366,-17.243611
348,349,0.061016,-0.587729,-0.549994,1.22454,0.568302,0.913494,-1.432628,-0.659347,0.392568,1.43082,7.685073,-14.333387
700,701,-2.047499,-1.375903,-1.263884,0.403678,0.209986,-1.065918,-0.939661,-1.345924,0.811126,0.121813,1.550486,-2.925891
895,896,0.977762,-1.319605,-0.906939,0.782537,0.448863,0.913494,-1.855171,-0.945421,-0.085784,1.775296,9.34878,-17.536033
671,672,-1.222428,-1.319605,-1.204393,-0.164611,-0.267769,-0.217599,-2.207291,-1.345924,1.110095,0.810764,1.362165,-2.570895
819,820,2.169532,0.481937,0.639824,-0.290897,-0.805242,0.347948,0.750511,0.370518,-0.384753,0.121813,13.362421,-19.477787
326,327,0.611064,-0.137343,-0.074066,0.466821,0.389144,1.007752,-0.235423,-0.830991,0.392568,1.43082,9.424919,-17.644938
381,382,-0.214007,1.439006,0.401861,-1.616904,-1.342716,-1.160176,0.468816,1.400384,-1.281663,-1.738355,22.118772,-14.884866
875,876,0.702738,-0.700325,-0.252539,0.971967,0.807179,1.196267,-0.72839,-0.430488,1.050302,1.499716,8.242517,-15.393215
373,374,0.061016,-1.15071,-0.847448,1.161396,1.225214,0.25369,-1.010085,-1.117065,0.691538,0.328499,5.541142,-10.378821
459,460,-0.489031,-1.488499,-0.906939,1.287683,1.046056,-0.123341,-1.080509,-1.117065,0.930714,0.397394,5.20359,-9.796863
141,142,-0.397357,-0.812921,-0.490503,1.350826,0.74746,0.819237,-0.798814,-0.773776,0.57195,1.01745,6.397488,-11.928853
659,660,1.161111,0.087849,0.818297,0.529964,-0.088611,0.442206,0.046273,0.370518,-0.324959,0.879659,10.107069,-19.007559
527,528,1.436135,0.707129,0.996769,-0.796043,-0.745523,-0.783145,1.45475,0.656592,-0.922899,-0.360453,14.733377,-18.771938
692,693,0.061016,1.101217,1.829642,-1.238045,-1.04412,-2.385527,0.680087,0.771022,-1.341457,-0.980509,20.43397,-15.780481
519,520,-1.680801,-1.094412,-0.609484,1.603399,0.448863,0.536463,-0.517118,-0.888206,1.050302,0.466289,6.786269,-12.683448
662,663,0.611064,-0.475132,-0.133557,0.84568,0.807179,1.761814,-1.150933,-0.373273,0.57195,1.086345,8.436766,-15.783508
941,942,-0.947404,-0.700325,-0.96643,1.161396,1.404372,0.347948,-0.869237,-1.17428,1.349271,1.086345,4.638702,-8.719499
133,134,-1.314102,-0.756623,-0.906939,1.350826,1.225214,0.25369,-1.010085,-0.716562,1.468859,0.672974,3.983434,-7.517112
76,77,0.794413,0.36934,0.401861,0.214248,0.150267,1.573298,0.398392,0.484948,-0.564135,0.535184,10.342541,-19.468206
702,703,-0.030658,1.270111,1.294224,-0.922329,-1.04412,-0.783145,0.398392,0.828236,-1.162075,-1.80725,20.332581,-15.847207
131,132,-0.764055,1.326409,0.699315,-0.922329,-1.462155,-1.442949,-0.235423,1.858102,-1.221869,-0.980509,25.585628,-13.037861
365,366,0.061016,1.044918,0.639824,-1.111759,-1.04412,-2.385527,0.327968,1.858102,-1.042487,-1.324984,27.021544,-12.276815
228,229,-0.947404,-1.094412,-1.323375,1.477112,1.523811,-0.783145,-1.573476,-0.888206,0.392568,0.328499,3.901968,-7.359567
982,983,0.977762,0.538235,0.461352,-1.490618,-0.626084,0.724979,1.313902,0.313304,-0.444547,-0.429348,14.726661,-18.77112
423,424,0.794413,0.425639,0.639824,-0.038324,-0.685804,0.347948,1.45475,0.771022,-0.444547,-0.291557,15.20391,-18.532034
973,974,-0.489031,-1.15071,-1.085412,1.413969,0.68774,-0.123341,-0.446694,-0.659347,1.289477,1.568611,5.712367,-10.676672
978,979,0.061016,1.157515,0.104406,-0.922329,-1.223277,-1.442949,-0.235423,2.144175,-1.341457,-1.600565,26.463357,-12.571237
71,72,0.244365,-0.700325,-0.728466,1.350826,1.404372,1.007752,-0.446694,-0.945421,0.392568,1.568611,7.780016,-14.516101
467,468,-0.305682,-0.700325,-0.847448,0.529964,1.284933,0.25369,-0.657966,-0.659347,0.930714,0.741869,7.674672,-14.304178
660,661,2.169532,0.200446,1.115751,0.340535,-0.208049,1.667556,0.680087,-0.029985,-0.444547,0.535184,10.353964,-19.568089
925,926,0.152691,1.213813,1.294224,-0.796043,-1.342716,-0.217599,0.680087,0.542163,-0.922899,-1.324984,21.227583,-15.352468
1013,1014,-0.122333,-0.756623,-0.371521,0.908824,0.807179,1.573298,-0.446694,-0.602132,0.57195,1.844191,8.014227,-14.977748
842,843,-0.580706,-1.15071,-0.906939,1.22454,0.807179,0.724979,-1.221357,-0.773776,1.409065,0.948555,7.123496,-13.284748
597,598,0.061016,-0.700325,-0.96643,0.719394,0.807179,0.630721,-0.798814,-1.17428,1.468859,0.879659,6.82881,-12.750334
324,325,-0.67238,-0.812921,-1.144902,0.656251,0.986337,-0.029083,-1.362204,-1.05985,0.751332,0.672974,1.832517,-3.451702
5,6,-0.489031,1.101217,1.71066,-1.174902,-0.9844,-1.160176,0.961783,0.713807,-0.922899,-1.876145,20.340561,-15.825782
826,827,-0.580706,-0.475132,-0.490503,1.22454,0.807179,1.573298,-0.869237,-0.716562,0.093598,1.29303,8.780985,-16.427607
779,780,-0.855729,-0.700325,-1.799302,0.908824,0.866898,0.25369,-1.362204,-1.231494,1.409065,0.604079,1.791739,-3.396063
424,425,0.33604,0.763428,1.115751,-1.238045,-0.685804,-0.029083,1.595597,0.599377,-1.341457,-0.360453,15.70042,-18.278449
1012,1013,-0.030658,1.495304,0.580333,-0.922329,-1.342716,-1.442949,0.53924,1.457598,-0.982693,-1.118299,22.1013,-14.895237
746,747,-0.67238,0.481937,0.520842,-1.174902,-1.342716,-1.631465,-0.164999,1.514813,-1.341457,-1.393879,27.405228,-12.070131
588,589,-1.039079,1.326409,1.234733,-0.7329,-1.402435,-1.725722,0.468816,0.828236,-1.341457,-0.980509,21.334674,-15.289868
964,965,0.152691,1.157515,1.115751,-0.796043,-1.223277,-0.406114,0.750511,0.828236,-1.221869,-1.187194,20.56368,-15.722169
244,245,-0.855729,-0.925518,-1.204393,1.161396,1.464091,-0.406114,-1.221357,-1.002635,1.289477,-0.842718,3.080248,-5.849148
53,54,1.069437,1.044918,0.996769,-0.796043,-1.223277,-0.217599,1.736445,0.256089,-1.102281,-0.980509,16.129521,-18.066429
346,347,-0.030658,-0.700325,-1.620829,0.719394,1.225214,1.10201,-0.37627,-1.05985,0.631744,1.706401,6.984671,-13.02141
617,618,-1.772475,-1.207009,-0.96643,0.340535,1.225214,-0.029083,-1.080509,-1.345924,1.289477,0.535184,1.680409,-3.175066
707,708,0.886087,-0.587729,-0.133557,0.024819,0.68774,1.573298,0.18712,-0.316058,0.392568,0.810764,10.000313,-18.750091
850,851,-1.589126,-1.319605,-1.442357,0.593108,0.986337,-0.783145,-1.150933,-1.231494,1.409065,-0.222662,1.611387,-3.01121
413,414,-1.130753,1.157515,0.461352,-1.301188,-1.04412,-1.254434,0.257544,1.629243,-1.221869,-1.118299,24.939633,-13.38897
480,481,-1.222428,-1.038114,-0.371521,1.413969,1.046056,0.913494,-0.72839,-0.830991,0.691538,1.086345,7.210487,-13.452913
50,51,0.519389,-1.15071,-0.668975,0.277392,1.284933,1.479041,-0.446694,-0.659347,0.57195,-0.222662,7.487267,-13.966551
273,274,-0.305682,-0.869219,-0.787957,1.477112,0.866898,0.065175,-0.587542,-0.602132,1.050302,0.948555,6.222093,-11.61885
245,246,-0.214007,1.439006,1.234733,-1.111759,-1.04412,-0.311856,0.53924,0.713807,-1.102281,-0.980509,20.180423,-15.920481
288,289,-0.030658,1.157515,0.401861,-0.985472,-1.103839,-2.102753,0.257544,1.514813,-1.221869,-1.049404,24.504108,-13.601405
368,369,1.069437,0.481937,0.520842,0.403678,-0.208049,2.044587,0.327968,0.427733,-0.324959,0.259603,11.129133,-20.470673
247,248,-0.67238,-1.207009,-0.96643,1.413969,1.58353,-0.217599,-1.432628,-0.945421,1.528653,0.328499,3.73924,-7.064242
463,464,0.061016,1.157515,1.294224,-0.985472,-1.04412,-0.500372,0.891359,0.771022,-1.221869,-0.980509,20.886653,-15.529415
523,524,0.152691,-0.53143,-0.371521,0.340535,0.74746,1.950329,-0.72839,-0.716562,0.930714,1.706401,8.558816,-16.014787
361,362,-0.67238,-0.925518,-1.561339,1.098253,1.284933,-0.406114,-1.010085,-1.231494,1.409065,0.328499,1.619767,-3.064342
727,728,0.061016,0.538235,1.889133,-1.048616,-1.223277,-0.59463,1.45475,0.599377,-1.162075,-1.94504,18.56671,-16.760203
452,453,-0.030658,0.98862,0.282879,-0.859186,-0.924681,-0.877403,0.680087,1.686457,-1.281663,-0.842718,24.465895,-13.641723
634,635,-0.489031,-1.375903,-1.085412,0.593108,1.404372,-0.029083,-1.221357,-0.888206,0.751332,-0.429348,2.600591,-4.895222
909,910,-1.314102,-1.432201,-1.263884,0.529964,0.68774,-0.59463,-1.080509,-1.231494,1.409065,0.259603,1.428239,-2.676099
242,243,-0.397357,1.495304,1.234733,-1.553761,-1.04412,-0.217599,0.680087,1.11431,-1.341457,-1.187194,22.554614,-14.659397
56,57,0.061016,1.157515,0.937279,-1.301188,-1.521874,-1.065918,0.53924,1.572028,-1.401251,-1.118299,24.947648,-13.37356
738,739,-0.580706,-1.15071,-0.847448,1.350826,1.404372,0.159432,-1.221357,-1.231494,1.528653,0.741869,4.505282,-8.468011
213,214,-0.855729,-1.038114,-1.085412,1.540256,1.464091,-0.500372,-1.573476,-1.05985,1.349271,0.741869,4.244094,-7.991907
526,527,-0.030658,-0.925518,-0.549994,1.22454,0.986337,0.347948,-0.869237,-0.888206,0.57195,1.637506,7.269975,-13.560672
534,535,-0.214007,1.326409,0.580333,-1.680048,-1.04412,-1.81998,0.468816,1.343169,-1.162075,-1.393879,22.110285,-14.892406
901,902,-0.489031,0.707129,0.461352,-1.553761,-1.342716,-0.971661,-0.024151,1.743672,-1.401251,-1.187194,27.241991,-12.145929
378,379,0.977762,0.425639,0.104406,-0.35404,0.269705,1.573298,0.468816,0.484948,0.452362,0.741869,10.598566,-19.904809
963,964,-0.580706,-1.375903,-0.490503,0.782537,0.74746,1.196267,-0.939661,-0.773776,0.811126,1.361925,7.300266,-13.623044
653,654,1.34446,0.932322,1.115751,-1.048616,-1.282997,0.065175,1.595597,0.599377,-0.564135,-0.429348,15.892395,-18.182819
972,973,-0.580706,1.213813,1.948624,-1.743191,-1.04412,-0.688887,1.45475,0.771022,-0.863105,-0.842718,18.861536,-16.616836
676,677,0.886087,-0.24994,-0.193048,0.719394,0.448863,0.536463,-0.587542,-0.602132,0.033804,0.879659,9.446317,-17.71604
89,90,1.436135,0.256744,1.234733,-0.54347,-0.506646,-0.029083,1.595597,0.484948,-0.803311,-1.118299,15.298194,-18.512309
878,879,-0.030658,1.157515,1.829642,-1.238045,-1.04412,-0.500372,1.45475,0.828236,-1.102281,-1.256089,19.799276,-16.113478
52,53,1.802833,0.650831,0.699315,-0.480327,-0.506646,0.159432,1.243478,0.427733,-1.221869,-0.153767,12.813139,-19.763896
149,150,-0.397357,-0.925518,-0.96643,0.908824,0.926617,0.159432,-0.939661,-1.231494,0.87092,0.604079,2.604406,-4.919715
615,616,-1.405777,-1.432201,-1.085412,1.098253,1.046056,-1.254434,-1.221357,-1.117065,1.409065,0.259603,0.977631,-1.833775
188,189,-1.314102,-0.812921,-1.085412,0.84568,0.389144,-2.197011,-1.291781,-0.659347,0.87092,0.604079,0.89802,-1.71322
828,829,2.352881,0.594533,0.937279,0.214248,-0.267769,0.159432,0.680087,0.542163,-0.324959,0.672974,12.364444,-19.963061
189,190,-0.855729,-1.038114,-1.561339,0.719394,1.284933,-0.029083,-1.573476,-0.830991,0.57195,0.879659,3.327668,-6.286903
675,676,-0.214007,-0.812921,-0.96643,0.84568,0.926617,0.065175,-0.587542,-1.288709,0.930714,0.810764,5.978797,-11.171531
111,112,-1.405777,-1.038114,-1.085412,0.277392,0.568302,-0.217599,-1.080509,-1.403138,0.811126,0.328499,1.677072,-3.156306
110,111,-1.130753,-0.587729,-0.96643,1.161396,0.508582,0.159432,-1.150933,-1.002635,0.631744,1.361925,7.980122,-14.902792
236,237,-0.214007,-0.756623,-0.490503,0.593108,1.046056,1.10201,-1.432628,-0.659347,1.110095,1.43082,6.299118,-11.752712
85,86,1.436135,0.256744,0.639824,-1.048616,0.209986,1.761814,0.609663,0.427733,0.512156,0.328499,10.447373,-19.609807
485,486,0.152691,0.876024,-0.014576,-0.859186,-1.103839,-1.160176,-1.080509,1.743672,-1.221869,-1.049404,26.520789,-12.544917
587,588,-0.67238,-0.925518,-1.620829,1.22454,0.807179,-0.59463,-1.221357,-1.231494,0.990508,0.466289,3.656836,-6.906707
515,516,-0.397357,1.157515,1.353715,-1.680048,-0.805242,-0.971661,1.595597,0.599377,-0.982693,-0.773823,17.607901,-17.288087
443,444,-0.397357,1.157515,0.34237,-1.743191,-1.282997,-0.783145,0.257544,1.972531,-1.221869,-1.049404,25.235278,-13.206806
33,34,-0.855729,-0.925518,-1.204393,0.908824,0.389144,-0.029083,-1.503052,-1.17428,1.050302,0.397394,3.364526,-6.362733
535,536,-1.039079,-1.488499,-1.263884,0.403678,0.926617,-0.217599,-1.010085,-1.17428,0.990508,0.672974,2.610556,-4.9151
496,497,-0.489031,-0.981816,-0.906939,0.656251,0.68774,0.159432,-0.587542,-1.231494,1.468859,0.328499,2.884665,-5.438552
557,558,1.436135,0.256744,0.461352,0.277392,-0.446927,1.667556,0.18712,0.542163,-0.623929,-0.222662,11.646824,-20.376601
851,852,-1.314102,-1.432201,-0.96643,0.719394,0.628021,-0.029083,-0.869237,-1.231494,0.87092,0.397394,1.90565,-3.590507
38,39,-0.67238,-0.812921,-0.96643,1.287683,0.926617,0.724979,-0.869237,-0.716562,1.409065,1.29303,6.807122,-12.709369
836,837,-0.489031,0.707129,1.829642,-0.922329,-1.103839,-0.971661,1.173054,0.256089,-1.341457,-1.738355,18.077003,-17.033056
158,159,2.169532,0.707129,0.996769,-0.417184,-0.208049,1.10201,1.313902,0.484948,0.033804,-0.153767,13.571028,-19.365745
930,931,2.169532,0.763428,0.163897,0.151105,-0.14833,1.573298,-0.024151,0.256089,0.631744,0.397394,10.965944,-20.393052
433,434,0.519389,-1.432201,-0.490503,0.84568,0.926617,-0.971661,-0.869237,-0.716562,0.691538,1.499716,6.465743,-12.068428
321,322,2.352881,0.538235,0.996769,-0.417184,-0.446927,0.159432,0.891359,0.141659,-0.564135,0.259603,12.66669,-19.82207
852,853,1.619484,0.313042,1.115751,0.214248,-0.446927,1.10201,0.398392,0.656592,-0.384753,0.397394,10.388687,-19.519694
147,148,-0.030658,1.495304,1.05626,-1.238045,-1.342716,-0.59463,0.609663,1.285954,-1.221869,-1.393879,21.001979,-15.484501
598,599,-0.030658,0.313042,1.472697,-1.174902,-1.163558,-0.783145,1.736445,0.599377,-1.401251,-1.256089,17.158109,-17.52217
219,220,-0.214007,-0.700325,-1.144902,0.340535,0.986337,1.290525,-1.150933,-0.659347,0.213186,1.844191,8.322144,-15.561944
769,770,-0.67238,1.6079,0.401861,-0.796043,-1.223277,-1.254434,0.820935,1.171525,-1.341457,-1.187194,23.142818,-14.332849
954,955,1.436135,0.763428,0.639824,-0.54347,-0.387207,0.819237,0.609663,0.370518,-0.444547,-0.980509,13.602259,-19.358176
180,181,0.061016,-0.644027,-0.787957,0.84568,0.926617,0.347948,-0.939661,-1.05985,1.528653,1.01745,6.505963,-12.165329
767,768,-2.597546,-0.925518,-1.501848,0.466821,1.284933,0.724979,-1.080509,-1.17428,0.811126,0.535184,5.103512,-9.561006
178,179,-0.397357,-1.038114,-0.96643,1.540256,0.68774,0.25369,-1.291781,-1.288709,0.990508,1.29303,6.774167,-12.638887
241,242,0.061016,1.101217,1.353715,-1.364332,-1.342716,-0.406114,1.595597,0.771022,-1.221869,-0.842718,18.161649,-16.992646
173,174,1.436135,0.200446,0.223388,0.277392,0.389144,0.819237,0.18712,0.484948,0.27298,1.29303,10.14675,-19.051572
297,298,-0.67238,1.044918,0.163897,-1.427475,-1.342716,-1.914238,0.18712,1.972531,-1.281663,-1.324984,26.15394,-12.729991
92,93,0.061016,-0.24994,0.163897,0.214248,0.389144,0.065175,0.18712,-0.144414,0.392568,1.568611,9.510822,-17.833029
40,41,0.33604,0.98862,0.044915,-1.490618,-1.342716,-2.008496,0.257544,2.029746,-1.221869,-1.738355,26.110661,-12.753543
28,29,1.34446,1.044918,0.223388,0.151105,0.030828,1.950329,0.750511,0.313304,0.033804,0.052918,12.121207,-20.153545
668,669,-0.397357,1.326409,-0.014576,-1.238045,-0.685804,-0.59463,0.468816,1.285954,-1.341457,-0.911613,24.713408,-13.514742
243,244,-0.764055,-1.038114,-1.144902,0.84568,1.464091,0.347948,-1.503052,-1.17428,0.452362,0.259603,5.631967,-10.546595
130,131,1.436135,0.087849,0.877788,0.024819,-0.028891,0.819237,0.468816,0.542163,-0.743517,-1.118299,12.51258,-19.897366
99,100,-0.489031,-1.207009,-1.323375,1.287683,1.284933,-0.029083,-1.855171,-0.888206,0.57195,0.672974,3.530967,-6.705337
684,685,-0.122333,0.98862,0.34237,-1.364332,-0.9844,-1.537207,0.116696,2.029746,-1.221869,-1.66946,26.313626,-12.649176
460,461,-1.955824,-1.432201,-1.085412,0.656251,0.329424,-0.406114,-2.136867,-1.117065,1.528653,0.328499,1.098553,-2.049803
386,387,1.069437,0.763428,1.115751,-0.669756,-1.282997,-0.123341,1.806869,0.256089,-1.221869,-0.842718,16.447059,-17.89819
126,127,-2.139173,-0.812921,-1.025921,0.782537,0.926617,-0.029083,-0.869237,-1.288709,0.990508,0.604079,1.413533,-2.65854
959,960,-0.397357,1.101217,1.770151,-1.174902,-1.223277,-1.631465,1.243478,0.427733,-1.162075,-1.118299,20.216263,-15.890336
777,778,0.061016,-1.544798,-0.31203,0.593108,0.807179,1.761814,-1.150933,-0.258844,0.930714,1.568611,8.220881,-15.342193
308,309,-0.305682,-1.432201,-1.263884,0.656251,0.866898,0.724979,-1.150933,-1.117065,0.990508,0.741869,2.209035,-4.131926
404,405,1.986182,0.425639,0.282879,-0.227754,-0.327488,0.630721,0.750511,-0.258844,-0.564135,0.397394,13.50504,-19.422346
405,406,-1.955824,-1.15071,-1.204393,0.466821,1.344653,0.25369,-1.291781,-0.773776,1.409065,0.328499,4.463977,-8.415348
48,49,-0.397357,-0.812921,-1.085412,0.529964,0.986337,1.007752,-0.37627,-1.231494,0.691538,1.775296,7.023371,-13.121195
128,129,0.061016,1.101217,1.353715,-1.174902,-1.402435,-0.311856,0.398392,0.542163,-1.341457,-0.980509,20.277855,-15.858501
278,279,1.252786,0.200446,0.699315,0.466821,-0.387207,0.442206,0.609663,0.542163,0.093598,0.810764,10.125904,-19.037142
951,952,-1.222428,-1.601096,-1.085412,1.03511,0.68774,-0.311856,-1.221357,-1.345924,1.050302,-0.842718,0.901526,-1.687062
157,158,-0.030658,0.819726,0.163897,-0.985472,-1.521874,-1.254434,-0.37627,1.514813,-1.341457,-1.324984,27.261729,-12.147153
6,7,0.244365,0.932322,1.472697,-0.922329,-1.163558,-0.783145,1.525173,0.542163,-1.162075,-0.980509,17.599265,-17.291076
1015,1016,-0.122333,1.382708,0.401861,-0.922329,-0.924681,-1.254434,0.327968,1.514813,-1.341457,-1.393879,25.134873,-13.278254
989,990,1.069437,0.200446,-0.728466,0.466821,0.74746,2.138845,-0.869237,-0.144414,-0.085784,0.948555,10.117423,-18.991714
508,509,-0.489031,0.819726,1.413206,-1.490618,-1.402435,-0.311856,1.313902,0.828236,-0.803311,-1.118299,17.926181,-17.098917
303,304,-0.489031,-1.038114,-0.787957,1.22454,1.225214,0.25369,-0.657966,-0.602132,0.57195,1.29303,6.582548,-12.300737
364,365,1.436135,0.031551,0.104406,0.908824,0.329424,1.573298,0.750511,0.141659,0.392568,0.259603,10.272328,-19.248667
414,415,-0.67238,-0.981816,-1.204393,1.161396,1.762688,0.159432,-1.432628,-1.288709,0.87092,0.259603,3.333551,-6.295156
235,236,-0.030658,1.044918,0.461352,-0.922329,-1.103839,-0.783145,0.398392,1.629243,-1.102281,-0.704928,24.490301,-13.620587
896,897,-1.039079,-1.094412,-1.561339,0.593108,1.284933,-1.160176,-1.080509,-1.17428,1.468859,0.466289,2.842534,-5.371383
784,785,0.611064,0.538235,1.234733,-1.238045,-1.282997,-0.217599,1.736445,0.713807,-1.221869,-1.118299,15.658179,-18.301696
609,610,0.702738,-0.812921,-0.31203,1.287683,1.344653,1.950329,-0.446694,-0.544917,0.631744,1.706401,7.714701,-14.398816
710,711,-1.772475,-1.544798,-0.96643,0.593108,0.807179,-0.123341,-1.855171,-1.231494,0.87092,0.397394,1.817813,-3.441111
758,759,0.702738,1.044918,1.294224,-0.922329,-0.805242,-0.217599,2.088564,0.713807,-0.683723,-0.429348,16.721063,-17.753126
201,202,0.152691,-0.869219,-1.025921,1.161396,0.986337,0.819237,-0.305847,-1.231494,1.050302,0.879659,7.547961,-14.053366
551,552,-0.764055,-1.432201,-0.96643,0.529964,0.807179,0.536463,-0.869237,-0.830991,1.169889,1.01745,5.878501,-10.994633
512,513,-0.580706,0.538235,0.639824,-0.227754,0.389144,1.10201,0.116696,0.370518,0.27298,1.01745,10.700836,-20.078737
732,733,0.061016,0.594533,1.829642,-0.985472,-1.402435,-1.348691,1.313902,0.599377,-0.982693,-1.049404,18.301529,-16.909547
681,682,-0.397357,1.833093,0.996769,-0.922329,-1.223277,-1.914238,-0.164999,1.400384,-1.221869,-0.980509,23.612432,-14.088936
